R,G,B
22,27,23
35,27,38
40,37,48
33,40,33
18,32,6
16,51,29
23,42,23
35,41,29
24,31,24
23,35,33
16,20,21
24,13,19
46,33,40
37,31,35
33,29,30
39,29,28
52,43,38
35,42,34
14,34,23
22,38,27
38,41,32
27,38,22
26,24,12
29,24,18
19,26,19
28,38,37
25,17,28
28,4,26
38,26,48
23,36,52
11,23,39
20,11,32
42,28,45
19,29,31
10,40,28
54,68,55
68,50,46
60,28,39
37,25,29
15,27,23
19,42,34
23,40,34
31,33,32
41,35,37
35,33,34
19,31,27
16,33,27
26,35,32
37,31,33
29,17,21
15,13,16
13,36,30
4,46,34
33,28,22
36,36,28
39,42,31
28,32,17
30,34,19
36,45,26
25,38,20
19,31,17
29,36,28
24,30,26
16,24,26
25,35,37
36,43,51
36,40,49
31,38,48
21,31,40
31,31,33
29,34,37
23,34,38
27,35,38
38,38,40
35,30,34
25,26,30
25,33,36
28,38,39
41,43,42
34,30,29
36,32,33
45,47,46
38,43,39
39,35,32
50,39,37
49,24,30
25,24,22
3,29,20
6,39,30
27,37,36
58,32,43
66,34,47
31,31,31
6,38,25
23,51,37
43,39,36
47,27,29
38,34,33
18,35,29
13,25,21
31,26,30
0,32,21
20,44,28
25,34,13
37,25,9
54,29,25
57,27,35
48,26,38
30,21,26
19,26,19
7,27,15
19,42,34
31,46,49
44,43,57
42,36,50
23,23,23
18,28,17
38,35,18
40,37,32
33,31,36
36,34,39
39,33,33
30,22,20
29,22,29
37,31,45
39,33,45
36,27,28
35,24,18
43,32,30
52,40,50
39,28,45
24,10,23
36,19,27
32,30,43
36,34,45
39,38,46
24,26,25
32,35,28
48,52,38
34,37,26
23,28,24
16,19,28
27,29,44
39,42,57
33,37,46
39,45,43
41,51,40
26,37,21
32,43,26
34,43,42
19,34,29
29,46,40
37,45,47
21,18,25
31,26,33
36,37,39
12,24,20
8,23,18
26,32,28
46,47,42
22,25,18
21,31,23
40,51,47
24,30,30
26,24,25
52,31,30
30,18,30
23,16,34
32,26,28
41,42,26
22,43,24
1,38,30
21,51,51
44,49,43
62,53,38
54,51,34
38,51,34
38,55,37
42,51,34
39,41,28
36,39,30
32,36,39
30,37,29
29,42,24
30,42,20
35,41,27
36,37,29
41,41,33
45,45,35
37,40,33
33,38,41
29,30,50
32,29,58
36,34,58
27,30,39
18,28,19
22,37,16
38,58,57
37,53,53
33,41,43
41,39,42
38,29,30
47,33,30
48,35,27
32,24,13
25,23,10
42,46,32
38,45,37
27,36,33
21,29,31
18,23,29
31,31,41
47,45,56
45,39,23
27,32,26
27,38,40
32,41,40
28,28,28
32,26,36
34,35,53
22,35,44
23,38,31
26,32,22
43,37,39
52,47,54
35,41,39
24,34,25
26,26,28
37,22,43
26,40,23
22,33,16
34,36,23
42,34,32
26,14,24
31,25,37
39,45,45
25,42,26
19,41,18
15,41,16
19,42,22
34,45,31
37,30,24
29,23,23
21,36,43
0,35,44
28,20,33
43,30,39
45,35,34
40,42,29
31,37,23
30,21,22
50,32,46
43,37,47
6,25,23
10,32,29
33,40,48
29,22,38
31,34,43
36,51,44
27,40,22
12,14,0
24,26,21
33,45,25
23,39,13
34,46,34
43,47,48
23,26,19
37,42,22
38,46,25
31,34,25
35,40,33
17,25,4
40,45,22
39,39,27
30,24,28
28,28,26
19,27,12
10,17,9
30,22,19
47,33,32
40,32,29
45,40,36
39,23,24
38,17,22
38,38,40
26,48,45
25,39,40
37,19,31
39,11,26
34,32,35
31,52,45
36,47,41
53,37,38
36,24,28
46,40,42
32,34,33
26,35,32
18,29,25
25,34,31
29,35,33
34,38,37
34,36,35
30,30,30
36,34,35
35,31,32
32,30,31
25,29,28
33,45,41
15,34,28
37,24,33
33,34,36
8,19,15
6,11,7
39,38,34
32,39,31
1,21,10
16,33,25
43,44,46
37,34,43
21,28,38
21,35,46
28,33,52
27,22,44
17,18,39
2,15,32
27,29,28
29,37,39
14,25,31
15,22,32
45,43,48
47,43,40
29,29,27
29,36,42
24,32,43
29,30,34
29,27,15
33,33,21
29,30,32
23,23,33
36,30,32
49,37,23
55,36,40
50,49,47
21,40,34
17,42,36
41,51,50
46,35,41
39,24,29
32,34,31
27,43,33
20,27,19
33,25,22
40,37,32
28,48,37
6,34,22
6,12,10
47,24,34
21,41,42
20,39,35
25,32,24
51,37,34
62,42,44
42,31,35
28,32,35
39,39,39
44,32,32
27,18,13
37,44,36
31,48,40
24,30,28
33,29,26
26,32,18
26,50,24
31,37,27
35,45,34
27,40,30
22,33,29
21,26,30
22,25,34
28,33,37
23,35,33
25,36,30
29,34,30
28,28,26
37,39,36
41,47,43
30,36,34
30,31,35
39,36,47
35,33,47
32,31,39
38,38,38
36,37,32
39,42,35
40,42,39
27,28,30
30,31,35
22,25,30
27,30,37
38,41,50
22,25,34
8,13,19
20,26,24
25,33,22
27,36,17
19,30,34
17,32,25
25,37,27
29,28,34
33,20,38
37,27,38
38,43,36
27,47,35
27,47,45
22,32,34
40,37,30
43,39,27
38,39,34
26,33,39
16,24,27
32,37,30
38,42,27
47,40,48
41,27,52
26,26,38
27,47,36
24,51,34
16,33,27
35,36,40
55,47,44
63,51,35
68,52,37
66,51,46
61,51,50
54,51,46
45,45,33
38,39,21
34,37,26
43,46,29
48,49,31
48,50,36
38,44,40
38,50,50
41,56,51
49,63,48
61,70,51
52,55,46
41,39,44
42,38,53
51,42,61
45,33,47
42,22,33
49,26,34
30,47,28
26,40,27
25,31,29
29,28,34
34,26,37
41,30,36
49,39,38
37,30,22
37,34,25
40,41,36
27,31,32
22,27,33
25,32,38
26,32,32
26,33,25
27,33,19
44,47,30
34,43,24
25,37,23
24,30,28
29,26,37
35,26,43
37,31,45
32,32,44
35,34,48
29,23,35
33,23,31
36,32,31
27,33,31
32,42,41
22,28,26
33,34,29
22,33,16
19,41,20
8,31,11
20,30,21
37,37,35
40,49,44
10,37,22
0,29,6
14,36,13
15,28,8
27,36,19
36,36,24
33,19,16
33,21,23
25,41,41
0,46,43
14,5,6
23,13,21
41,39,40
32,36,22
38,41,24
41,30,34
29,13,39
13,16,35
17,39,37
11,30,26
35,33,47
27,18,45
29,39,48
27,54,35
30,44,19
44,36,23
49,28,33
34,37,26
23,42,23
22,34,24
38,37,33
40,41,33
23,37,14
17,35,11
31,44,26
40,53,36
16,35,13
31,44,24
48,41,35
46,24,36
30,19,27
0,9,6
22,23,28
38,31,38
32,21,27
22,18,17
21,17,14
34,22,22
29,17,17
27,32,26
29,52,44
10,25,22
39,29,37
48,30,42
35,36,41
36,54,54
32,40,43
32,16,27
27,46,40
46,55,52
34,32,33
30,24,26
31,33,32
28,43,38
21,38,32
24,33,30
42,36,38
35,18,24
29,17,21
24,22,23
19,25,23
23,27,26
46,40,42
45,28,34
46,35,51
28,26,37
13,18,24
27,30,35
48,49,53
30,38,40
10,26,25
27,38,42
29,32,41
37,35,49
32,33,51
30,35,54
30,31,52
29,24,47
29,27,49
20,27,46
24,26,23
35,43,45
24,35,41
18,23,27
33,31,32
34,28,28
26,25,30
35,42,48
29,38,43
33,37,36
43,42,38
41,40,38
19,23,24
27,31,32
52,46,46
46,32,29
27,29,28
27,33,31
34,38,39
42,42,44
32,30,33
14,23,22
14,31,25
19,30,24
41,36,33
45,29,29
46,38,35
21,34,24
14,40,27
26,46,37
27,25,26
41,24,32
19,28,33
28,31,38
34,26,37
39,27,37
34,34,36
18,33,26
16,36,25
40,41,36
51,30,35
44,18,27
44,34,33
33,39,27
26,33,15
37,42,22
28,42,17
10,36,9
18,29,25
25,46,31
26,51,30
24,45,36
25,38,46
30,39,54
28,43,46
9,33,20
13,38,19
33,50,42
35,45,44
33,46,39
19,40,23
6,29,11
20,35,30
36,40,51
37,37,45
25,26,28
29,32,25
39,42,35
43,45,44
33,33,43
24,23,37
37,37,47
37,41,42
26,31,25
32,37,33
26,29,34
20,23,32
36,39,44
39,44,40
24,30,18
29,34,38
31,40,37
28,37,32
20,19,24
31,20,34
28,16,26
25,27,24
24,40,30
31,47,44
39,45,45
31,30,25
42,42,34
35,40,36
19,27,30
32,37,41
29,29,29
19,34,13
35,30,34
41,27,50
18,25,41
5,34,30
30,51,42
52,47,44
47,25,28
61,46,41
59,52,36
69,51,41
76,44,49
68,36,49
51,34,42
36,33,24
26,29,8
33,29,17
56,47,30
66,53,37
62,51,45
49,48,54
58,68,77
62,83,78
72,91,69
84,95,63
77,79,55
56,54,42
42,40,41
47,44,51
51,39,51
45,21,37
45,10,32
28,36,15
28,35,19
25,30,23
24,28,27
22,23,27
31,32,37
43,42,47
36,34,37
28,23,27
35,30,36
27,25,30
27,26,31
31,35,34
27,37,26
22,37,18
15,33,7
27,39,29
29,38,19
25,28,9
24,23,21
31,28,39
34,28,38
37,28,29
46,33,40
37,22,41
30,21,40
26,24,27
25,26,20
23,24,26
26,29,38
16,24,27
20,36,23
35,12,22
31,30,35
22,38,35
20,33,26
30,33,26
38,44,34
14,28,15
18,29,21
29,28,26
31,19,21
48,39,42
43,36,43
33,21,31
35,27,38
18,33,36
2,42,34
18,19,21
26,22,21
39,32,26
18,15,8
19,21,18
25,25,33
23,20,37
20,22,37
17,27,36
9,20,24
19,26,34
16,20,31
27,36,43
22,34,32
19,25,13
47,44,29
44,35,38
31,30,38
18,27,34
9,19,20
19,24,20
38,36,37
36,31,37
34,34,34
31,41,30
32,46,33
28,37,34
27,26,34
47,37,46
46,36,45
25,23,36
0,5,25
38,31,39
32,29,36
8,12,15
10,18,20
23,28,32
32,33,38
19,19,27
15,22,32
18,31,40
7,19,31
9,17,30
32,42,52
26,43,50
23,38,41
43,48,52
42,32,40
24,45,38
33,44,40
33,31,32
37,28,31
42,38,39
20,24,23
18,27,24
37,39,38
38,32,34
40,28,32
33,24,27
28,28,28
11,15,14
19,17,18
42,27,32
51,25,34
32,31,37
28,21,28
46,41,47
52,58,58
27,42,39
24,36,34
35,40,43
25,28,33
0,6,12
18,22,31
29,25,39
34,23,39
29,26,37
29,34,40
39,42,47
40,37,44
35,36,30
41,46,49
35,44,49
31,36,30
36,31,25
35,25,33
28,24,41
26,34,37
27,39,25
34,42,31
39,37,50
36,35,53
25,31,29
27,36,15
43,43,35
45,30,49
13,29,26
22,34,32
41,40,45
56,40,50
36,25,33
11,21,22
12,39,32
26,43,37
42,37,34
53,39,38
54,57,50
27,40,30
22,27,21
43,37,37
39,35,36
31,40,39
21,37,26
41,35,37
47,27,39
32,22,31
16,31,26
12,35,17
20,31,15
40,32,29
31,18,27
43,33,44
38,33,39
33,34,28
27,36,19
25,38,18
30,41,27
23,25,20
28,34,24
19,32,22
8,28,19
12,28,27
19,26,32
24,28,37
30,41,45
24,45,40
29,50,41
24,37,27
27,33,23
50,58,45
38,54,41
4,24,13
17,28,24
48,49,53
35,37,36
30,33,26
26,29,18
24,29,22
36,40,43
42,44,59
31,32,50
24,26,38
22,26,25
28,34,22
29,35,25
23,27,26
27,30,37
27,30,37
23,27,28
30,35,29
28,20,18
19,18,23
23,32,37
21,29,31
28,27,25
31,25,29
44,38,48
38,39,43
21,26,19
40,43,34
32,34,31
33,42,41
23,38,33
17,30,21
38,39,41
32,20,34
35,28,18
22,14,12
27,21,31
31,33,48
20,29,38
35,36,40
58,44,43
53,29,29
69,50,46
63,54,45
64,57,47
67,49,49
62,31,46
48,24,38
31,32,27
15,39,17
22,20,21
41,32,25
51,37,26
62,47,40
65,54,58
82,83,85
92,100,87
104,111,78
118,119,79
119,114,84
94,91,76
63,65,62
46,55,54
41,47,47
37,35,40
38,28,37
38,34,35
42,41,39
32,35,28
30,38,27
15,25,16
30,39,34
32,38,38
23,24,29
38,33,39
47,41,45
44,39,36
43,40,31
38,42,28
29,41,27
26,44,32
20,42,30
29,42,35
28,29,24
44,34,32
50,42,39
34,35,29
30,31,23
40,33,27
43,25,25
46,27,31
41,35,37
33,37,38
35,39,42
44,41,48
33,30,39
26,33,39
12,32,31
58,13,42
30,8,31
29,32,47
32,41,46
22,21,19
27,16,12
35,20,23
58,42,53
45,22,40
45,20,39
58,35,53
40,25,44
27,19,42
26,27,47
10,23,32
14,34,35
22,37,42
31,34,27
39,31,20
49,40,41
33,35,48
4,18,29
18,32,35
39,39,47
25,21,35
23,27,36
23,40,34
23,40,32
33,37,46
34,26,47
20,15,22
29,33,19
41,54,47
50,50,62
37,32,52
33,37,46
20,30,29
23,20,29
43,23,50
43,25,47
24,25,29
22,31,28
42,38,52
29,15,41
30,26,43
26,37,41
20,30,42
22,21,52
27,15,17
29,29,29
21,31,30
22,30,32
44,49,55
34,42,53
22,34,48
14,21,40
9,11,34
21,27,49
7,29,43
0,28,34
16,35,39
30,35,38
37,37,35
42,44,39
27,25,26
31,29,30
34,34,34
34,32,33
41,37,38
27,21,23
39,30,33
46,40,42
32,28,29
41,39,40
38,36,37
41,37,38
31,22,25
36,27,30
38,29,32
36,27,30
19,21,18
32,23,24
39,29,30
32,38,34
16,35,29
18,30,28
31,30,35
26,25,31
22,30,33
24,29,33
36,26,34
51,34,40
42,37,34
24,32,21
31,35,21
43,37,23
41,41,29
35,39,40
33,38,41
39,42,31
50,44,32
51,40,48
34,29,51
15,23,26
21,36,15
27,38,24
16,17,37
22,23,51
31,41,40
12,26,0
13,14,8
41,27,60
33,49,49
46,57,59
44,47,52
47,39,50
42,35,43
21,26,30
18,32,32
36,47,43
39,39,37
26,31,25
33,44,36
37,42,36
42,27,30
49,28,35
36,34,37
22,47,41
28,50,29
46,41,35
51,30,35
33,27,27
26,39,29
31,44,27
37,31,19
46,30,30
29,27,32
32,45,51
16,31,36
21,31,30
28,35,28
24,29,23
45,39,41
55,35,47
23,17,5
22,24,21
16,25,32
25,29,40
34,32,37
34,28,32
27,28,33
12,22,31
16,27,29
36,39,28
43,42,21
39,40,22
34,44,36
40,50,51
46,48,47
38,33,27
34,42,31
36,44,33
29,37,26
22,29,22
31,37,37
38,43,49
28,32,41
12,17,21
19,25,25
25,32,25
34,41,34
34,40,38
24,30,30
16,21,24
21,27,27
31,37,35
39,23,23
39,34,41
33,40,50
30,40,39
39,40,34
38,29,32
36,25,39
35,30,37
30,31,23
29,31,18
35,37,36
32,41,46
18,37,31
10,26,15
24,24,24
50,33,52
54,27,32
35,24,20
26,27,21
41,34,42
46,32,49
40,28,40
42,37,34
45,36,29
67,51,51
66,56,55
58,61,52
51,57,47
52,41,45
47,29,41
36,37,42
26,53,44
21,28,44
27,31,34
35,35,23
50,46,34
62,55,49
84,75,68
110,104,80
135,131,86
140,134,84
135,130,92
111,108,91
78,83,77
50,65,58
28,48,37
18,39,30
23,44,37
38,30,45
40,35,42
25,25,23
30,36,24
18,29,13
33,44,30
25,32,25
6,10,9
43,43,43
42,41,36
32,32,20
30,33,16
30,37,19
29,41,29
27,44,38
17,35,35
42,45,38
48,41,48
55,39,49
52,43,34
42,44,20
31,34,13
29,24,18
37,23,20
40,30,20
31,31,19
23,28,31
28,30,43
41,38,47
27,26,24
27,31,32
7,20,29
32,19,26
20,18,29
23,35,47
24,39,46
26,27,29
41,22,24
57,27,39
44,20,36
39,23,36
49,32,38
52,30,33
37,16,25
28,19,36
19,24,44
13,19,35
32,30,41
24,37,43
22,33,29
20,23,16
38,32,36
29,27,40
17,29,41
24,45,48
31,42,44
39,37,40
34,33,29
21,33,23
18,38,29
10,19,28
29,21,44
30,18,38
26,21,28
30,38,23
27,26,21
48,39,40
41,37,38
28,32,33
40,43,50
26,24,37
37,35,48
28,28,36
26,27,32
42,39,46
31,28,37
20,23,28
21,31,32
21,24,29
34,28,38
33,21,23
39,39,37
33,35,32
30,19,23
42,30,34
26,30,33
18,40,38
19,34,39
32,30,43
25,27,39
23,47,49
4,33,31
18,22,25
57,38,44
42,34,32
13,29,18
50,29,36
41,29,33
32,28,29
29,31,30
36,36,36
48,44,45
57,48,51
43,34,37
34,28,30
43,37,39
42,31,35
48,33,38
48,33,36
41,31,32
32,32,30
29,35,31
39,33,35
37,31,33
16,14,17
17,21,24
27,37,39
22,31,38
21,25,36
24,26,39
30,29,43
26,22,36
30,20,31
46,33,40
42,32,30
22,18,6
26,23,4
36,34,11
34,31,16
36,37,32
36,40,41
41,41,33
46,38,27
42,30,30
31,25,37
21,28,34
31,44,35
32,43,35
19,23,34
24,29,48
33,47,50
17,33,23
18,22,23
43,33,57
40,49,54
30,35,41
32,37,43
32,39,47
13,22,27
15,22,28
39,38,44
32,30,33
29,33,32
23,34,28
26,37,29
27,27,25
32,22,23
51,40,44
46,46,48
15,25,26
15,17,16
35,29,29
40,32,30
20,21,15
24,34,26
45,50,44
44,35,36
36,24,28
39,39,39
20,43,37
0,30,21
13,36,30
43,44,46
54,39,42
55,36,38
44,26,26
36,29,21
41,43,40
28,38,40
26,30,39
34,31,40
38,31,39
34,34,42
23,34,38
24,39,34
23,29,17
37,36,18
44,45,29
34,45,31
24,37,28
25,30,26
39,34,31
34,44,33
32,42,33
25,32,25
24,31,24
29,36,28
28,36,25
22,29,21
16,22,20
21,26,30
10,14,23
21,25,34
37,42,45
33,39,37
31,38,31
31,38,31
14,20,16
34,24,25
47,45,48
34,38,41
32,31,36
50,41,46
42,29,36
21,14,21
31,32,34
28,35,28
33,35,30
37,36,34
23,27,26
20,31,27
24,34,33
28,29,33
47,37,48
42,24,38
38,34,25
25,28,9
30,25,21
42,28,43
41,30,44
36,41,35
32,40,29
47,47,47
53,48,54
48,47,43
40,46,32
38,41,32
32,29,36
34,27,43
46,39,55
22,38,53
26,44,44
32,53,38
35,49,36
47,52,48
71,68,61
108,102,76
133,132,78
141,146,79
131,139,80
111,117,79
90,95,75
70,78,63
44,57,47
24,45,40
24,48,48
43,45,44
36,38,35
26,27,22
35,36,31
32,33,28
37,38,33
28,30,27
10,12,9
17,22,18
17,24,17
10,20,11
11,22,8
12,24,10
18,30,16
27,39,25
23,35,23
39,24,19
56,42,41
42,31,27
32,24,11
48,43,23
42,39,20
25,25,15
34,35,29
35,38,31
29,31,30
31,31,39
34,34,46
30,31,36
26,28,25
35,36,31
36,36,36
11,44,17
17,48,33
3,33,33
0,29,29
28,40,38
45,31,31
61,31,41
34,17,27
25,25,23
48,49,33
52,33,16
47,20,13
41,30,36
21,27,41
21,20,36
43,26,42
19,23,26
8,23,28
24,42,46
43,44,48
31,20,26
20,22,34
0,20,32
3,29,30
41,49,34
39,32,14
27,27,19
31,45,48
7,22,29
31,33,45
46,34,56
37,18,50
33,25,6
34,30,1
33,29,2
39,29,19
37,28,31
38,49,45
16,44,29
3,27,14
48,51,56
37,32,39
29,34,27
27,44,25
25,36,22
38,32,32
30,16,13
25,16,1
44,31,38
37,33,34
21,12,13
52,21,26
60,28,29
37,35,23
16,44,22
32,53,34
53,50,41
49,49,41
11,31,20
18,38,29
63,48,51
72,32,43
43,27,30
12,35,25
47,24,32
42,25,31
37,28,31
35,37,36
13,19,17
20,29,26
41,45,44
51,47,48
54,42,46
60,41,47
59,36,44
58,35,41
57,41,44
30,21,22
31,33,30
46,52,48
61,45,58
31,28,39
21,25,36
34,33,47
27,22,42
25,27,48
26,37,57
3,7,32
20,9,39
40,21,49
39,27,47
33,27,37
35,25,26
45,27,23
48,39,24
37,41,18
43,40,21
42,42,34
32,34,33
32,28,25
40,30,21
37,24,16
22,18,19
18,25,33
28,39,45
26,36,37
23,32,29
23,33,35
17,31,40
25,39,52
40,44,55
32,29,36
36,43,51
40,40,50
31,34,43
22,37,42
13,37,39
21,32,36
42,35,43
47,36,44
39,41,40
29,38,33
31,36,32
31,31,29
21,27,25
29,39,38
44,43,48
32,16,26
35,10,39
26,15,31
25,29,30
28,34,30
31,37,37
22,27,33
10,10,20
25,18,26
36,32,29
23,41,25
10,49,28
10,42,29
33,29,30
56,25,30
54,31,23
37,35,10
40,36,37
34,44,36
18,35,25
21,33,33
32,31,47
27,24,45
26,33,41
33,55,43
24,47,29
24,36,24
40,43,36
37,43,31
26,45,23
27,49,26
31,43,33
43,42,47
31,41,30
23,32,27
9,18,15
13,22,17
27,38,22
32,44,20
27,39,17
19,29,20
31,38,46
34,36,57
28,31,50
26,30,39
25,31,27
19,27,16
22,30,19
28,35,27
24,21,28
30,30,28
26,25,20
35,24,32
40,19,38
40,22,34
23,22,17
22,35,25
15,29,29
28,33,36
23,18,14
28,24,15
39,39,39
34,38,49
34,38,47
34,36,35
40,48,59
41,44,33
30,33,4
27,31,16
24,27,34
27,30,39
34,43,38
21,37,26
31,47,46
45,45,55
51,36,39
44,34,24
32,40,25
20,30,31
33,17,43
68,20,60
16,33,40
25,50,44
29,62,45
20,50,40
40,58,60
70,75,78
99,101,79
101,111,50
113,135,50
112,137,54
100,118,58
86,92,54
74,71,52
54,51,44
34,38,47
27,38,56
41,54,26
30,39,20
28,29,23
39,34,38
41,33,44
41,31,42
41,36,43
28,29,31
28,37,36
21,33,31
12,28,27
15,31,28
20,36,26
27,40,22
30,41,11
19,26,0
51,23,22
57,41,25
44,40,15
37,32,13
50,40,31
55,45,36
35,38,21
17,30,20
27,40,48
12,13,31
18,12,26
29,27,30
25,31,31
36,45,44
32,32,24
35,27,8
47,14,35
38,28,36
21,41,32
7,35,23
18,33,26
37,36,31
32,27,23
24,22,25
41,42,46
42,41,36
32,30,17
38,39,34
13,19,41
8,21,55
20,36,52
14,29,22
56,31,37
37,34,19
27,41,5
29,37,0
32,26,4
33,24,19
11,9,10
29,32,23
50,52,30
25,35,1
19,35,6
38,50,36
40,31,32
41,23,21
28,28,2
25,51,3
43,38,34
42,32,31
53,41,43
35,29,31
23,32,31
15,34,28
17,38,29
23,43,31
14,35,18
6,34,12
15,43,21
27,39,25
44,33,31
47,17,27
55,21,37
57,26,44
0,35,37
21,30,39
50,27,37
46,26,27
22,28,18
20,38,26
22,26,25
42,31,39
53,37,47
50,39,43
40,35,31
39,47,34
25,47,34
26,52,43
36,40,49
40,22,44
27,19,76
27,25,46
44,47,36
31,37,23
19,23,24
26,26,36
31,24,32
56,35,42
89,53,57
95,45,38
101,42,24
104,48,33
83,38,41
56,33,43
41,44,35
28,49,16
24,32,45
25,33,46
15,28,37
13,26,34
15,15,23
28,8,20
53,29,42
45,47,46
17,49,36
4,38,24
11,27,17
34,36,31
31,44,35
17,41,28
29,40,32
47,37,36
43,28,31
18,39,30
0,37,24
7,32,29
32,26,40
41,32,51
26,45,59
0,28,35
4,31,42
38,40,55
28,24,38
15,25,27
24,43,37
33,49,38
43,46,35
41,37,26
18,27,44
38,42,54
49,49,59
51,47,61
42,35,43
44,33,29
60,44,31
44,33,29
28,32,41
15,44,48
21,62,48
16,46,22
33,41,30
32,29,38
15,17,38
10,25,46
47,35,55
18,21,36
2,21,27
10,26,26
29,27,30
47,31,42
28,13,32
39,36,53
32,35,40
19,18,13
24,11,5
40,23,31
30,15,36
21,12,33
40,30,38
43,33,24
36,38,37
19,33,20
6,27,12
29,43,46
28,36,55
6,26,37
0,29,22
9,42,35
28,47,51
22,36,39
22,44,31
19,44,25
19,28,25
35,26,45
41,32,51
33,34,39
37,46,45
25,24,32
26,16,27
28,24,25
30,36,24
25,33,20
37,35,40
34,16,42
48,29,57
38,30,43
36,41,35
28,33,26
20,18,21
17,16,22
15,25,24
23,47,33
26,37,43
8,32,34
2,39,32
9,38,33
37,41,40
43,27,30
43,23,25
32,20,20
34,28,28
51,42,45
43,27,37
34,20,33
28,26,37
20,33,41
18,41,47
9,34,41
44,32,44
50,32,48
51,29,50
37,28,47
36,37,55
31,32,50
20,19,35
17,23,35
12,32,33
22,44,41
24,34,33
34,33,38
35,34,40
33,33,41
48,37,53
46,22,44
38,23,30
24,32,34
6,24,28
49,37,57
83,37,73
79,32,68
84,66,90
74,81,91
77,85,88
90,88,89
84,84,82
70,83,74
48,65,59
39,43,46
48,34,47
44,19,38
28,58,34
23,46,30
26,43,37
22,41,39
20,34,34
33,41,43
20,27,35
20,39,53
21,48,65
2,13,33
47,31,44
69,43,42
44,37,19
41,49,28
43,39,36
39,15,29
32,34,55
20,21,26
45,41,40
54,42,52
40,24,35
46,34,22
49,43,11
37,34,15
22,20,34
17,18,48
24,32,43
25,36,30
23,31,33
33,35,50
37,35,48
36,35,31
16,24,11
29,37,40
41,49,62
32,43,45
22,36,21
18,32,17
17,26,25
27,30,37
44,39,43
45,37,35
34,23,29
35,27,40
37,33,47
28,28,38
13,13,23
29,28,44
38,27,41
35,34,30
35,40,20
29,33,10
28,28,16
29,33,36
25,27,39
48,41,49
45,34,28
28,32,15
12,33,14
26,36,35
47,26,43
71,37,53
55,45,35
29,53,17
31,26,23
16,23,16
27,42,37
24,33,30
29,27,30
36,38,37
39,50,44
32,45,35
24,27,16
33,29,18
40,36,25
43,43,33
34,33,28
32,23,24
37,28,33
50,43,50
9,40,35
31,32,34
41,19,22
30,16,13
11,24,14
16,43,36
11,29,33
11,10,26
26,14,34
57,45,59
46,40,44
22,27,20
26,42,29
32,50,38
36,40,39
38,27,35
41,22,50
34,20,20
41,33,12
56,50,36
56,51,57
43,34,51
42,24,36
64,29,33
108,47,42
151,66,46
177,78,47
173,74,51
137,57,58
91,44,60
53,42,48
21,35,20
17,26,35
16,20,31
36,39,48
22,29,35
20,25,29
34,29,35
35,29,33
35,44,41
29,50,41
26,41,34
30,29,27
33,29,26
27,44,34
23,51,39
25,36,30
33,18,21
39,29,30
30,34,33
18,33,30
21,26,30
22,18,32
23,22,38
22,31,46
18,25,43
30,29,47
24,23,39
19,28,37
19,29,31
32,26,28
52,33,35
51,42,37
35,43,30
27,15,39
25,25,37
19,30,36
29,36,44
47,42,49
66,52,49
67,58,43
37,40,31
14,27,33
28,42,51
39,52,45
25,37,17
25,36,20
26,37,39
32,44,58
28,41,58
31,23,38
18,23,26
21,38,28
32,48,38
20,20,22
30,18,28
41,30,36
35,36,30
26,32,20
34,35,27
43,35,33
36,21,24
25,13,13
34,27,21
40,35,31
40,32,30
27,43,40
34,45,37
23,30,23
19,29,31
6,23,31
20,44,46
24,49,45
15,37,34
22,40,44
23,36,42
23,33,32
25,36,28
19,31,31
23,32,41
37,35,46
27,17,25
31,32,36
25,25,33
19,19,27
27,27,27
28,30,19
31,33,22
37,32,38
28,19,40
37,25,49
35,27,38
32,28,25
35,34,29
18,19,21
10,15,19
29,41,39
25,41,31
20,40,28
23,43,32
24,41,35
15,29,29
17,27,29
27,28,33
38,32,36
42,30,30
41,32,25
36,32,20
38,36,23
26,23,14
23,22,18
24,29,33
10,24,33
8,30,41
19,28,33
29,29,39
39,37,50
24,32,45
10,26,39
16,28,42
21,27,41
22,31,40
14,32,34
27,46,44
27,36,35
30,31,33
43,48,51
33,42,47
17,21,30
26,20,34
19,42,26
25,38,29
39,41,40
40,30,39
45,33,47
47,36,52
42,34,47
71,60,68
61,55,55
61,68,60
51,72,55
48,69,52
49,50,44
51,35,38
53,33,42
38,25,34
26,34,21
30,36,32
32,42,44
20,33,41
21,34,40
36,41,44
25,27,26
24,33,30
6,22,21
18,28,30
39,34,40
32,23,24
29,32,25
36,46,38
40,38,39
63,43,54
29,32,51
22,22,32
34,30,31
33,25,22
40,29,23
54,41,33
54,44,34
42,37,31
30,30,30
17,22,26
28,37,44
27,36,45
13,19,31
27,29,41
35,34,39
18,17,15
1,42,8
15,31,30
35,25,49
41,29,43
35,40,33
21,41,29
13,31,31
27,31,40
27,20,28
32,20,30
34,22,42
27,15,35
45,34,38
58,48,39
27,18,23
35,27,51
12,14,35
16,16,26
23,19,16
27,24,17
31,37,37
21,33,47
18,23,45
30,15,38
50,28,40
27,26,24
3,24,19
16,24,37
47,18,49
72,25,57
50,29,36
12,29,10
26,25,23
9,26,20
20,50,40
22,41,37
25,25,27
41,35,39
43,45,42
23,26,19
43,32,26
72,44,40
64,39,34
44,34,25
23,26,15
23,34,26
7,22,15
0,14,10
16,25,22
26,21,18
41,23,23
52,47,41
28,48,37
6,46,38
9,44,46
